LoanApproved,Age,EducationLevel,Income
0,31,2,93907
0,44,3,78307
0,35,2,58830
0,49,1,20677
0,35,2,113737
0,52,3,82792
0,20,1,119708
0,54,3,66815
0,52,2,129160
0,45,1,114547
0,57,4,61443
0,27,4,31874
0,18,4,44597
0,77,0,45429
0,45,2,69642
0,42,4,105594
0,32,2,105168
0,78,2,87004
0,40,4,125117
0,26,1,118660
0,65,3,66820
0,78,2,48091
0,24,2,121925
0,24,0,80383
0,28,4,26227
0,64,0,44586
0,25,2,87151
0,39,2,117907
0,44,3,107639
0,35,4,66664
0,57,1,99540
0,75,4,67706
0,38,3,111019
0,73,4,43725
0,38,2,144684
0,35,1,104696
0,21,2,124926
0,64,0,66002
0,44,3,43694
0,70,2,52488
0,77,0,28413
0,30,0,148522
0,41,4,132349
0,31,4,32643
0,49,0,77816
0,73,1,114574
0,53,0,28770
0,44,1,68985
0,31,3,147584
0,74,0,54134
0,50,3,89965
0,59,1,56053
0,33,1,107834
0,68,3,121270
0,26,3,141095
0,67,0,134668
0,53,3,126274
0,21,3,149463
0,55,0,51892
0,65,1,47877
0,36,2,48325
0,32,4,48509
0,25,0,85094
0,77,2,40909
0,63,1,139646
0,59,0,40248
0,49,0,63704
0,28,4,148593
0,75,0,131347
0,53,2,29292
0,25,0,133004
0,58,2,101184
0,22,4,56707
0,30,1,94040
0,31,1,105782
0,71,2,22084
0,20,3,74037
0,28,1,97978
0,45,1,37828
0,41,2,147599
0,72,0,107452
0,36,2,41465
0,77,1,93105
0,30,0,91726
0,56,2,147680
0,68,1,29897
0,24,3,127325
0,74,2,65084
0,67,0,77934
0,58,4,107654
0,55,2,122618
0,26,3,134757
0,71,1,45769
0,20,4,117916
0,38,2,25383
0,21,2,39596
0,31,4,61240
0,61,0,40560
0,50,4,27068
0,43,2,88924
0,53,2,93773
0,33,4,143728
0,22,1,25878
0,59,3,89421
0,30,4,78829
0,30,2,106105
0,73,0,52394
0,33,2,106958
0,71,3,22802
0,71,0,26941
0,63,0,138792
0,46,3,23151
0,72,2,127161
0,51,4,23679
0,68,1,78476
0,52,1,63896
0,32,3,78501
0,28,3,124366
0,32,2,66583
0,73,3,61858
0,36,1,117156
0,44,1,97832
0,18,2,76910
0,21,3,84775
0,36,2,69085
0,26,2,38269
0,42,3,93508
0,39,1,113201
0,32,4,142282
0,26,1,36691
0,23,4,146087
0,63,2,54802
0,29,1,31878
0,77,0,29456
0,20,1,64626
0,61,0,102974
0,21,4,76526
0,29,1,106457
0,46,1,47055
0,21,3,97797
0,52,0,104353
0,80,3,138442
0,23,1,114832
0,79,5,32667
0,19,5,47822
0,72,4,56228
0,47,4,31856
0,67,0,120541
0,55,5,70878
0,40,2,136979
0,61,1,134403
0,47,3,116208
0,47,3,85625
0,51,4,38335
0,80,5,33549
0,76,3,21331
0,70,5,89109
0,32,1,55528
0,62,2,51444
0,56,3,82505
0,58,1,93621
0,21,4,129398
0,67,3,35971
0,33,3,56032
0,57,3,88705
0,38,1,70564
0,18,1,132382
0,49,5,61500
0,79,2,111855
0,19,5,124802
0,58,4,63062
0,58,4,83767
0,67,1,116725
0,19,2,98544
0,57,0,46741
0,78,3,131462
0,31,2,118565
0,73,5,122522
0,30,5,147542
0,55,1,82411
0,34,0,93881
0,62,5,74127
0,73,5,84024
0,43,5,148296
0,29,5,31771
0,64,2,103219
0,46,0,68221
0,66,3,143511
0,42,5,35369
0,54,2,33144
0,67,2,86568
0,70,3,87102
0,46,3,122048
0,27,4,42346
0,45,1,125430
0,63,3,142586
0,67,5,56612
0,72,1,70858
0,20,4,59963
0,78,5,95189
0,65,0,129778
0,26,1,141559
0,56,5,65930
0,46,0,61834
0,75,5,21993
0,22,2,104868
0,44,5,105281
0,20,3,147319
0,41,5,121645
0,57,5,68207
0,37,4,124584
0,69,1,72365
0,66,2,40032
0,31,2,116048
0,43,3,23982
0,74,4,69513
0,59,2,142387
0,57,5,117979
0,69,5,97997
0,79,2,41111
0,46,4,33590
0,21,0,94531
0,63,1,83049
0,35,5,125205
0,29,1,148028
0,39,4,73046
0,73,4,91169
0,35,2,98201
0,47,1,65075
0,60,5,93356
0,20,4,110622
0,58,1,65745
0,74,5,128957
0,52,1,143819
0,50,2,65879
0,25,1,94132
0,47,1,116799
0,66,2,87554
0,67,0,29185
0,66,4,136039
0,79,2,123736
0,19,2,45771
0,50,5,69513
0,66,0,85131
0,26,3,132917
0,63,3,92182
0,63,4,78689
0,20,4,52746
0,62,0,73616
0,51,5,46602
0,62,4,102722
0,29,3,48841
0,42,2,75116
0,57,2,71190
0,21,2,31099
0,57,4,107244
0,32,3,69333
0,70,4,118745
0,71,1,136548
0,31,5,59298
0,68,3,46801
0,62,3,74393
0,34,0,119500
0,66,2,85279
0,30,3,56919
0,18,5,36300
0,28,1,53655
0,30,0,39120
0,48,3,26059
0,78,2,106393
0,19,0,89871
0,58,3,121468
0,76,3,58798
0,78,2,90242
0,18,0,47042
0,63,3,119364
0,37,4,137009
0,21,4,61152
0,29,2,143415
0,60,0,92110
0,51,0,103313
0,41,4,93815
0,37,3,35120
0,48,5,68008
0,72,4,136273
0,64,3,89365
0,24,2,106571
0,66,2,126290
0,47,2,53085
0,52,0,121889
0,22,3,95929
0,76,0,111133
0,71,3,127346
0,29,1,145810
0,62,1,66077
0,27,2,79271
0,21,4,143055
0,59,1,58846
0,52,5,68086
0,76,3,56665
0,70,5,78035
0,70,3,124086
0,52,1,96699
0,64,1,106992
0,79,1,92893
0,23,3,77170
0,52,4,125909
0,53,1,99907
0,69,0,132270
0,33,3,96800
0,75,4,46804
0,34,4,37979
0,19,2,20250
0,42,2,82408
0,65,1,53913
0,39,4,39464
0,42,4,53768
0,76,4,68466
0,43,2,88558
0,67,5,78728
0,32,3,75993
0,44,2,138615
0,33,0,130717
0,57,0,94700
0,75,5,127262
0,50,1,99241
0,62,5,122459
0,55,0,85189
0,58,0,29995
0,27,4,141377
0,66,4,149889
0,31,0,141810
0,23,1,92559
0,64,4,59955
0,42,5,76889
0,42,4,92474
0,71,1,109546
0,47,0,83172
0,43,0,119550
0,60,2,25135
0,52,5,137695
0,80,0,52887
